Calin Manda,Romania,19
Gabriele Maria Noce,Italy,19
Max Houkes,Netherlands,19
Grigoriy Lomakin,Kazakhstan,19
Jules Marie,France,18
Tristan Schoolkate,Australia,18
Niki Kaliyanda Poonacha,India,18
Paul Oosterbaan,United States,18
Cheong Eui Kim,"Korea, Republic of",18
Dalibor Svrcina,Czech Republic,18
Alessandro Ingarao,Italy,18
Anas Fattar,Morocco,18
Daniil Glinka,Estonia,18
Alberto Barroso Campos,Spain,18
Stefano Battaglino,Italy,18
Alexander Lebedev,United States,18
Yurii Dzhavakian,Ukraine,18
Aryan Goveas,India,18
Luca Prevosto,Italy,18
Carl Soderlund,Sweden,17
Manuel Sanchez,Mexico,17
Bradley Mousley,Australia,17
Martin Beran,Canada,17
Lorenzo Frigerio,Italy,17
Pawel Cias,Poland,17
Sem Verbeek,Netherlands,17
Shinji Hazawa,Japan,17
Martin Damm,Czech Republic,17
Joao Monteiro,Portugal,17
Gerard Granollers,Spain,17
Andrew Watson,United Kingdom,17
Matvey Khomentovskiy,Russian Federation,17
Duje Kekez,Croatia,17
Tadeas Paroulek,Czech Republic,17
David Volfson,Canada,17
Juan Alejandro Hernandez Serrano,Mexico,17
Haru Inoue,Japan,16
Alexander Vasilenko,Russian Federation,16
San Hui Sin,"Korea, Republic of",16
Matteo Gigante,Italy,16
Flavio Cobolli,Italy,16
Liam Draxl,Canada,16
Vlad Andrei Dancu,Romania,16
Gabriel Alejandro Hidalgo,Argentina,16
Juan Bautista Torres,Argentina,16
Alfredo Perez,United States,16
Christoph Negritu,Germany,16
Kazuki Nishiwaki,Japan,16
Sarp Agabigun,Turkey,16
Ivan Liutarevich,Belarus,16
Tsung Hao Huang,"Taiwan, Province of China",16
Vladimir Korolev,Russian Federation,16
George Tsivadze,Georgia,16
Michiel De Krom,Netherlands,16
Xin Gao,China,16
Toby Martin,United Kingdom,16
Ignacio Carou,Argentina,16
Yibing Wu,China,15
Matias Soto,Chile,15
Victor Estrella,Dominican Republic,15
Justin Eleveld,Netherlands,15
Gengo Kikuchi,Japan,15
Aleksandre Bakshi,Georgia,15
Leandro Riedi,Switzerland,15
Stephane Robert,France,15
Jack Findel Hawkins,United Kingdom,15
Raphael Baltensperger,Switzerland,15
Sora Fukuda,Japan,15
Olukayode Alafia Damina Ayeni,United States,15
Federico Arnaboldi,Italy,15
Pierre Delage,France,15
Toby Alex Kodat,United States,15
Ugo Blanchet,France,15
Yanki Erel,Turkey,15
Rhett Purcell,United Kingdom,15
Julian Bradley,Ireland,15
Dominik Palan,Czech Republic,15
Alex Marti Pujolras,Spain,15
Mikhail Fufygin,Russian Federation,15
Matej Sabanov,Croatia,14
Abhinav Sanjeev Shanmugam,India,14
Vlad Victor Cornea,Romania,14
Taha Baadi,Canada,14
Zachary Eisinga,Netherlands,14
Cannon Kingsley,United States,14
Antonio Massara,Italy,14
Rishab Agarwal,India,14
Giacomo Dambrosi,Italy,14
Hong Kit Jack Wong,Hong Kong,14
Cheng Yu Yu,"Taiwan, Province of China",14
Stefan Palosi,Romania,14
Yuanfeng Li,China,14
Louis Dussin,France,14
Niklas Guttau,Germany,14
Albano Olivetti,France,14
Albert Roglan,Spain,14
Sidane Pontjodikromo,Netherlands,14
Anis Ghorbel,Tunisia,14
Daniel Rodrigues,Portugal,13
Garrett Johns,United States,13
Ryan James Storrie,United Kingdom,13
Nathan Seateun,France,13
Julien Cagnina,Belgium,13
Timo Stodder,Germany,13
Sumit Sarkar,United States,13
Jung Woong Na,"Korea, Republic of",13
Christian Samuelsson,Sweden,13
Gianni Mina,France,13
Alexandre Aubriot,France,13
Jacob Dunbar,United States,13
Alan Kohen,Argentina,13
Cengiz Aksu,Turkey,13
Marco Brugnerotto,Italy,13
Dostanbek Tashbulatov,Kazakhstan,13
Zane Khan,United States,13
George Loffhagen,United Kingdom,13
Ajeet Rai,New Zealand,13
Koray Kirci,Turkey,13
Valentin Guenther,Germany,13
Matvey Minin,Russian Federation,13
Hugo Schott,France,13
Alex Blumenberg,Brazil,13
Timur Kiuamov,Russian Federation,13
Simon Anthony Ivanov,Bulgaria,13
Sergi Perez Contri,Spain,13
Vincent Millot,France,12
Luciano Darderi,Italy,12
Pascal Meis,Germany,12
Pierre Faivre,France,12
Uisung Park,"Korea, Republic of",12
Mattia Bellucci,Italy,12
Pak Long Yeung,Hong Kong,12
Marius Ruzgas,Sweden,12
Saidalo Saidkarimov,Uzbekistan,12
Luca Gelhardt,Germany,12
Franco Feitt,Argentina,12
Blake Ellis,Australia,12
Simon Beaupain,Belgium,12
Maxime Mora,France,12
Maxime Pauwels,Belgium,12
Luis Patino,Mexico,12
Mirko Martinez,Switzerland,12
Petros Tsitsipas,Greece,12
Samuele Ramazzotti,Italy,11
Niels Visker,Netherlands,11
Peter Fajta,Hungary,11
Andrea Bolla,Italy,11
Francesco Passaro,Italy,11
Vadym Ursu,Ukraine,11
Maciej Rajski,Poland,11
Justin Boulais,Canada,11
Chuhan Wang,China,11
Oleksandr Ovcharenko,Ukraine,11
Filip Misolic,Austria,11
Yaraslau Shyla,Belarus,11
Rimpei Kawakami,Japan,11
Luka Pavlovic,France,11
William Bushamuka,"Congo, the Democratic Republic of the",11
Luca Tomasetto,Italy,11
Matyas Fuele,Hungary,11
Bart Van Den Berg,Netherlands,11
S D Prajwal Dev,India,11
Dhruv Sunish,India,11
Kalman L Boyd,United States,11
Harry Thursfield,United Kingdom,11
Gabriel Donev,Bulgaria,11
Tristan Boyer,United States,11
