Thiago Monteiro,Brazil,616
Tommy Paul,United States,611
Kevin Anderson,South Africa,610
Leonardo Mayer,Argentina,603
Damir Dzumhur,Bosnia and Herzegovina,594
Dominik Koepfer,Germany,592
Ivo Karlovic,Croatia,586
Salvatore Caruso,Italy,586
Alexei Popyrin,Australia,585
Egor Gerasimov,Belarus,581
Lloyd George Muirhead Harris,South Africa,576
James Duckworth,Australia,576
Kamil Majchrzak,Poland,575
Marcos Giron,United States,574
Yuichi Sugita,Japan,561
Henri Laaksonen,Switzerland,548
Jiri Vesely,Czech Republic,544
Brayden Schnur,Canada,534
Andrej Martin,Slovakia,528
Dennis Novak,Austria,524
Norbert Gombos,Slovakia,507
Taro Daniel,Japan,501
Marcel Granollers,Spain,497
Evgeny Donskoy,Russian Federation,497
Denis Kudla,United States,491
Thomas Fabbiano,Italy,482
Paolo Lorenzi,Italy,480
Antonie Hoang,France,478
Peter Gojowczyk,Germany,473
Gianluca Mager,Italy,473
Christopher Oconnell,Australia,470
Federico Coria,Argentina,464
Go Soeda,Japan,461
Juan Martin Del Potro,Argentina,460
Emil Ruusuvuori,Finland,459
Prajnesh Gunneswaran,India,442
Andy Murray,United Kingdom,442
Yannick Maden,Germany,429
Jason Jung,"Taiwan, Province of China",429
Hyeon Chung,"Korea, Republic of",428
Mackenzie Mcdonald,United States,425
Sumit Nagal,India,423
Ilya Ivashka,Belarus,422
Guido Andreozzi,Argentina,421
Attila Balazs,Hungary,418
Marc Polmans,Australia,417
Bradley Klahn,United States,415
Steven Diez,Canada,411
Facundo Bagnis,Argentina,405
Zhizhen Zhang,China,388
Jozef Kovalik,Slovakia,379
Pedro Sousa,Portugal,376
Martin Klizan,Slovakia,373
Dudi Sela,Israel,373
Juan Pablo Varillas Patino Samudio,Peru,372
Guillermo Garcia Lopez,Spain,370
Blaz Rola,Slovenia,370
Emilio Gomez,Ecuador,364
Tatsuma Ito,Japan,362
Alessandro Giannessi,Italy,361
Vasek Pospisil,Canada,360
Sergiy Stakhovsky,Ukraine,350
Lorenzo Giustino,Italy,347
Federico Gaio,Italy,347
Marius Copil,Romania,344
Jay Clarke,United Kingdom,335
Nikola Milojevic,Serbia,334
Sebastian Ofner,Austria,333
Steve Darcis,Belgium,332
Viktor Troicki,Serbia,330
Alex Bolt,Australia,328
Kimmer Coppejans,Belgium,328
Andrew Harris,Australia,318
Robin Haase,Netherlands,316
Oscar Otte,Germany,315
Rudolf Molleker,Germany,308
Cedrik Marcel Stebe,Germany,307
Darian King,Barbados,305
Mitchell Krueger,United States,304
Mikael Torpegaard,Denmark,303
Danilo Petrovic,Serbia,301
Pedro Martinez Portero,Spain,300
Filip Horansky,Slovakia,299
Yannick Hanfmann,Germany,294
Joao Domingues,Portugal,294
Ramkumar Ramanathan,India,293
Mohamed Safwat,Egypt,291
Elias Ymer,Sweden,290
Denis Istomin,Uzbekistan,288
Tallon Griekspoor,Netherlands,288
Marcos Baghdatis,Cyprus,285
Lukas Rosol,Czech Republic,285
Roberto Marcora,Italy,283
Enrique Lopez Perez,Spain,282
Lukas Lacko,Slovakia,280
Peter Polansky,Canada,279
Bernard Tomic,Australia,273
Dmitry Popko,Kazakhstan,271
Mats Moraing,Germany,270
Jeffrey John Wolf,United States,268
Joao Lucas Magalhaes Hueb De Menezes,Brazil,266
Carlos Taberner,Spain,264
Daniel Elahi Galan Riveros,Colombia,263
Enzo Couacaud,France,261
Zhe Li,China,261
Nicolas Mahut,France,260
Andrea Collarini,Argentina,260
Maxime Cressy,France,258
Mario Vilella Martinez,Spain,258
Botic Van De Zandschulp,Netherlands,257
Thanasi Kokkinakis,Australia,256
Bernabe Zapata Miralles,Spain,252
Malek Jaziri,Tunisia,251
Frederico Ferreira Silva,Portugal,250
Dustin Brown,Germany,246
Constant Lestienne,France,246
Tommy Robredo,Spain,244
Maxime Janvier,France,240
Bjorn Fratangelo,United States,239
Facundo Mena,Argentina,237
Marco Trungelliti,Argentina,236
Noah Rubin,United States,236
Thiago Seyboth Wild,Brazil,235
Alexey Vatutin,Russian Federation,233
Alejandro Tabilo,Chile,233
Nicola Kuhn,Spain,232
Yan Bai,China,229
Hiroki Moriya,Japan,228
Elliot Benchetrit,France,227
Michael Mmoh,United States,227
Janko Tipsarevic,Serbia,225
Quentin Halys,France,222
Max Purcell,Australia,221
Tristan Lamasine,France,221
Matthias Bachinger,Germany,218
Ernesto Escobedo,United States,218
Matteo Viola,Italy,217
Ernests Gulbis,Latvia,216
Adrian Menendez Maceiras,Spain,216
Christopher Eubanks,United States,215
Stefano Napolitano,Italy,214
Donald Young,United States,210
Zdenek Kolar,Czech Republic,209
Mathias Bourgue,France,208
Julian Lenz,Germany,208
Alexandre Muller,France,205
Tung Lin Wu,"Taiwan, Province of China",205
Rogerio Dutra Silva,Brazil,200
Juan Pablo Ficovich,Argentina,200
Duck Hee Lee,"Korea, Republic of",199
Maximilian Marterer,Germany,198
Liam Broady,United Kingdom,198
Filippo Baldi,Italy,198
Tobias Kamke,Germany,196
Thai Son Kwiatkowski,United States,196
Matthew Ebden,Australia,195
Roberto Ortega Olmedo,Spain,195
Pedja Krstin,Serbia,193
Ji Sung Nam,"Korea, Republic of",192
Francisco Cerundolo,Argentina,190
Sebastian Korda,United States,189
Viktor Galovic,Italy,189
Pavel Kotov,Russian Federation,186
Hugo Gaston,France,185
Daniel Masur,Germany,183
Akira Santillan,Australia,182
Roman Safiullin,Russian Federation,182
Illya Marchenko,Ukraine,180
Evgeny Karlovskiy,Russian Federation,180
Roberto Cid,Dominican Republic,178
Gian Marco Moroni,Italy,176
Ruben Bemelmans,Belgium,172
Jason Kubler,Australia,172
Shuichi Sekiguchi,Japan,170
Yosuke Watanuki,Japan,169
Jan Choinski,Germany,168
Renzo Olivo,Argentina,168
Roberto Quiroz,Ecuador,167
Sasi Kumar Mukund,India,161
Hugo Grenier,France,160
Jenson Brooksby,United States,159
Lucas Miedler,Austria,158
Teymuraz Gabashvili,Russian Federation,158
Goncalo Oliveira,Portugal,158
Aleksandar Vukic,Australia,155
Santiago Giraldo,Colombia,151
Jc Aragone,United States,150
Borna Gojo,Croatia,149
Marc Andrea Huesler,Switzerland,148
Nino Serdarusic,Croatia,146
Daniel Altmaier,Germany,145
Denis Yevseyev,Kazakhstan,145
Mischa Zverev,Germany,144
Filip Peliwo,Canada,144
Cem Ilkel,Turkey,144
Jose Hernandez,Dominican Republic,144
Jeremy Jahn,Germany,143
Kaichi Uchida,Japan,143
Alex Molcan,Slovakia,141
Tsung Hua Yang,"Taiwan, Province of China",141
Aslan Karatsev,Russian Federation,140
Harry Bourchier,Australia,140
Tim Van Rijthoven,Netherlands,139
Arthur De Greef,Belgium,138
Markus Eriksson,Sweden,138
Mirza Basic,Bosnia and Herzegovina,137
Facundo Arguello,Argentina,137
Shintaro Imai,Japan,137
Manuel Guinard,France,137
Kevin King,United States,134
Jurij Rodionov,Austria,134
Orlando Luz,Brazil,133
Nicolas Alvarez,Peru,132
Ryan Harrison,United States,131
Lukas Klein,Slovakia,131
Aleksandr Nedovyesov,Kazakhstan,131
Chun Hsin Tseng,"Taiwan, Province of China",131
Luca Vanni,Italy,130
John Patrick Smith,Australia,130
Pedro Sakamoto,Brazil,130
Uladzimir Ignatik,Belarus,129
Andrea Arnaboldi,Italy,128
Gonzalo Escobar,Ecuador,128
Benjamin Hassan,Germany,128
Javier Barranco Cosano,Spain,128
Michael Redlicki,United States,127
Yunseong Chung,"Korea, Republic of",127
Sekou Bangoura,United States,127
Di Wu,China,126
James Ward,United Kingdom,126
Thomaz Bellucci,Brazil,125
Oriol Roca Batalla,Spain,125
Luke Saville,Australia,124
Marcelo Tomas Barrios Vera,Chile,124
Geoffrey Blancaneaux,France,123
Ivan Nedelko,Russian Federation,123
Corentin Denolly,France,122
Altug Celikbilek,Turkey,121
Arthur Rinderknech,France,121
Igor Sijsling,Netherlands,120
Guilherme Clezar,Brazil,119
Khumoun Sultanov,Uzbekistan,117
Sandro Ehrat,Switzerland,117
Viktor Durasovic,Norway,117
Vaclav Safranek,Czech Republic,117
Simone Bolelli,Italy,116
Daniel Nguyen,United States,116
Jeroen Vanneste,Belgium,116
Peter Torebko,Germany,116
Jack Draper,United Kingdom,115
Andrea Pellegrino,Italy,115
Evan King,United States,115
Tomas Martin Etcheverry,Argentina,115
Skander Mansouri,Tunisia,115
Konstantin Kravchuk,Russian Federation,114
Collin Altamirano,United States,113
Blaz Kavcic,Slovenia,112
Raul Brancaccio,Italy,112
Laurent Lokoli,France,111
Maxime Hamou,France,111
Christian Lindell,Sweden,110
Karim Mohamed Maamoun,Egypt,110
Baptiste Crepatte,France,110
Vit Kopriva,Czech Republic,110
Marcelo Arevalo,El Salvador,108
Sadio Doumbia,France,108
Tim Smyczek,United States,107
Ze Zhang,China,107
Tomas Machac,Czech Republic,107
Maverick Banes,Australia,107
Benjamin Bonzi,France,107
Lorenzo Musetti,Italy,106
Andrea Vavassori,Italy,105
Dayne Kelly,Australia,104
Pedro Cachin,Argentina,104
Rayane Roumane,France,102
Nerman Fatic,Bosnia and Herzegovina,102
Gianluigi Quinzi,Italy,102
Brandon Nakashima,United States,101
Fajing Sun,China,101
Alexander Ritschard,Switzerland,101
Antoine Escoffier,France,101
Jules Okala,France,100
Jelle Sels,Netherlands,100
Gastao Elias,Portugal,99
Yuta Shimizu,Japan,99
Diego Hidalgo,Ecuador,99
Pablo Vivero Gonzalez,Spain,99
Hernan Casanova,Argentina,99
Brydan Klein,Australia,98
Oscar Jose Gutierrez,Brazil,97
Maxime Chazal,France,97
Giulio Zeppieri,Italy,96
Agustin Velotti,Argentina,96
Matias Franco Descotte,Argentina,95
Dan Added,France,95
Michael Geerts,Belgium,94
Adam Pavlasek,Czech Republic,94
Edan Leshem,Israel,94
Ulises Blanch,United States,94
Ryan Peniston,United Kingdom,94
Saketh Myneni,India,93
Felipe Meligeni Rodrigues Alves,Brazil,93
Juan Manuel Cerundolo,Argentina,92
Peter Heller,Germany,92
Martin Redlicki,United States,91
Gonzalo Villanueva,Argentina,90
Matija Pecotic,Croatia,89
Eduardo Struvay,Colombia,89
Sebastian Baez,Argentina,89
Artem Dubrivnyy,Russian Federation,89
Christopher Heyman,Belgium,89
Bruno Santanna,Brazil,86
Yshai Oliel,Israel,85
Lloyd Glasspool,United Kingdom,85
Alessandro Bega,Italy,85
Julian Ocleppo,Italy,85
Riccardo Bonadio,Italy,85
Evan Hoyt,United Kingdom,84
Daniel Gimeno Traver,Spain,84
Camilo Ugo Carabelli,Argentina,84
Genaro Alberto Olivieri,Argentina,84
Nicolas Mejia,Colombia,84
Calvin Hemery,France,83
Jan Satral,Czech Republic,83
Gleb Sakharov,France,82
Nikolas Sanchez Izquierdo,Spain,82
Enrico Dalla Valle,Italy,82
Sanjar Fayziev,Uzbekistan,81
Laurynas Grigelis,Lithuania,81
Yannick Mertens,Belgium,81
Alen Avidzba,Russian Federation,81
Hugo Nys,Monaco,80
Stefan Kozlov,United States,80
Dimitar Kuzmanov,Bulgaria,80
Zsombor Piros,Hungary,79
Marko Tepavac,Serbia,78
Filip Cristian Jianu,Romania,78
Rio Noguchi,Japan,77
Michael Vrbensky,Czech Republic,76
Louis Wessels,Germany,76
Fabrizio Ornago,Italy,76
Johannes Haerteis,Germany,74
Yusuke Takahashi,Japan,74
Ronald Slobodchikov,Russian Federation,74
Makoto Ochi,Japan,74
Renta Tokuda,Japan,73
Jesper De Jong,Netherlands,73
Daniel Michalski,Poland,73
Vladyslav Orlov,Ukraine,73
Evgeny Tyurnev,Russian Federation,73
Evan Furness,France,73
Ivan Gakhov,Russian Federation,72
Danylo Kalenichenko,Ukraine,72
Sho Shimabukuro,Japan,71
Jurgen Zopp,Estonia,71
Alexander Sarkissian,United States,71
Bogdan Bobrov,Russian Federation,71
Pol Toledo Bague,Spain,71
Carlos Boluda Purkiss,Spain,71
Jacob Grills,Australia,71
Kacper Zuk,Poland,70
Gijs Brouwer,Netherlands,70
Manuel Pena Lopez,Argentina,70
Andres Artunedo Martinavarr,Spain,69
Adam Moundir,Switzerland,69
Jumpei Yamasaki,Japan,69
Marko Miladinovic,Serbia,68
Mircea Alexandru Jecan,Romania,68
Aziz Dougaz,Tunisia,68
Francesco Forti,Italy,0
Tobias Simon,Germany,68
Martins Podzus,Latvia,67
Frederico Gil,Portugal,67
Pavel Nejedly,Czech Republic,67
Lucas Gerch,Germany,67
Daniel Brands,Germany,66
Johan Nikles,Switzerland,66
Niels Lootsma,Netherlands,66
Alejandro Gonzalez,Colombia,66
Jordi Arconada,Argentina,66
Nick Chappell,United States,66
Johan Sebastien Tatlot,France,65
Scott Griekspoor,Netherlands,65
Rafael Matos,Brazil,65
Riccardo Balzerani,Italy,65
David Poljak,Czech Republic,65
Matteo Martineau,France,65
Carlos Gomez Herrera,Spain,64
Mathieu Perchicot,France,64
Ricardo Ojeda Lara,Spain,64
Cristian Rodriguez,Colombia,63
Eduard Esteve Lobato,Spain,63
David Pichler,Austria,63
Jacopo Berrettini,Italy,63
Robert Quentin,France,63
Benjamin Lock,Zimbabwe,63
Alexander Zhurbin,Russian Federation,63
Michail Pervolarakis,Cyprus,62
Jorge Brian Panta Herreros,Peru,62
Evan Song,United States,61
Gage Brymer,United States,61
Petros Chrysochos,Cyprus,60
Carlos Alcaraz Garfia,Spain,60
Alvaro Lopez San Martin,Spain,60
Sebastian Fanselow,Germany,60
Ergi Kirkin,Turkey,60
Patrik Niklas Salminen,Finland,60
Alexey Zakharov,Russian Federation,60
Yu Hsiou Hsu,"Taiwan, Province of China",59
Brandon Holt,United States,58
Paul Jubb,United Kingdom,58
Tak Khunn Wang,France,58
Facundo Diaz Acosta,Argentina,58
Sidharth Rawat,India,58
Lucas Catarina,Monaco,58
Matias Zukas,Argentina,58
Antoine Cornut Chauvinc,France,58
Carlos Berlocq,Argentina,57
Aldin Setkic,Bosnia and Herzegovina,57
Wilson Leite,Brazil,57
Seong Chan Hong,"Korea, Republic of",56
Thiemo De Bakker,Netherlands,55
Takanyi Garanganga,Zimbabwe,55
Nick Hardt,Dominican Republic,55
Blake Mott,Australia,54
Gerardo Lopez Villasenor,Mexico,54
Alexander Erler,Austria,54
Alexandar Lazarov,Bulgaria,53
Gabriel Petit,France,53
Thomas Fancutt,Australia,53
Jaume Pla Malfeito,Spain,53
Simon Carr,Ireland,53
Ricardo Rodriguez,"Venezuela, Bolivarian Republic of",53
Martin Cuevas,Uruguay,52
Bastian Malla,Chile,52
Maximiliano Estevez,Argentina,52
Mick Veldheer,Netherlands,52
Roy Smith,United States,52
Alex Rybakov,United States,51
Marek Gengel,Czech Republic,51
Pol Martin Tiffon,Spain,51
Govind Nanda,United States,50
Mate Valkusz,Hungary,50
Jordan Correia Passos Do Carmo,Brazil,50
Marvin Netuschil,Germany,50
Vladyslav Manafov,Ukraine,50
Jonas Forejtek,Czech Republic,49
Liam Caruana,United States,49
Elmar Ejupovic,Bosnia and Herzegovina,49
Juan Ignacio Galarza,Argentina,49
Tom Jomby,France,49
Fabian Marozsan,Hungary,49
Mariano Kestelboim,Argentina,49
Gilbert Soares Klier Junior,Brazil,48
Pietro Rondoni,Italy,48
Federico Zeballos,"Bolivia, Plurinational State of",48
Ben Fatael,Israel,48
Alexis Galarneau,Canada,47
Tomislav Brkic,Bosnia and Herzegovina,47
Marsel Ilhan,Turkey,47
Peter Nagy,Hungary,47
Jonathan Mridha,Sweden,47
Alejandro Gomez Gb42,Colombia,47
Marco Bortolotti,Italy,47
Strong Kirchheimer,United States,47
Sam Riffice,United States,46
Nicholas David Ionel,Romania,46
Miljan Zekic,Serbia,46
Zizou Bergs,Belgium,46
Dennis Novikov,United States,46
Vitaliy Sachko,Ukraine,46
Raymond Sarmiento,United States,45
Aleksandar Kovacevic,United States,45
Joao Lucas Reis Da Silva,Brazil,45
Andrea Basso,Italy,44
Adam El Mihdawy,United States,44
Facundo Juarez,Argentina,44
Fermin Tenti,Argentina,44
Alexander Donski,Canada,43
Takuto Niki,Japan,43
Petr Nouza,Czech Republic,43
Colin Sinclair,Australia,43
Mauricio Echazu,Peru,43
Arklon Huertas Del Pino,Peru,43
Yuki Mochiduki,Japan,42
Jie Cui,China,42
Imanol Lopez Morillo,Spain,42
Emiliano Maggioli,Italy,42
Arnaud Bovy,Belgium,42
Carlos Gimeno Valero,Spain,41
Daniel Dutra Da Silva,Brazil,41
Anton Matusevich,United Kingdom,41
Tomas Lipovsek Puches,Argentina,41
Mykyta Mashtakov,Ukraine,41
Timofey Skatov,Russian Federation,41
Aidan Mchugh,United Kingdom,41
Ryan Shane,United States,40
Nik Razborsek,Slovenia,40
Alexis Gautier,France,40
Pedro Vives Marcos,Spain,40
Matthew Christopher Romios,Australia,40
Christian Langmo,United States,40
Nicolas Alberto Arreche,Argentina,40
Kai Wehnelt,Germany,40
Duje Ajdukovic,Croatia,39
Savriyan Danilov,Russian Federation,39
Yecong He,China,39
Arjun Kadhe,India,39
Felix Corwin,United States,39
Giovanni Fonio,Italy,39
Erik Crepaldi,Italy,39
Benjamin Sigouin,Canada,38
Constantin Schmitz,Germany,38
Santiago Fa Rodriguez Taverna,Argentina,38
Arthur Reymond,France,38
Peter Kobelt,United States,38
Jose Fco Vidal Azorin,Spain,38
Axel Geller,Argentina,37
Harri Heliovaara,Finland,37
Antoine Bellier,Switzerland,37
Georgii Kravchenko,Ukraine,37
Cheong Eui Kim,"Korea, Republic of",37
Ryan Nijboer,Netherlands,37
Luca Castelnuovo,Switzerland,37
Evan Zhu,United States,37
Juan Sebastian Gomez,Colombia,36
Joao Pedro Sorgi,Brazil,36
Yan Bondarevskiy,Russian Federation,36
Ryota Tanuma,Japan,36
Tiago Cacao,Portugal,36
Kevin Krawietz,Germany,35
Thomas Laurent,France,35
Djurabek Karimov,Uzbekistan,35
Jiri Lehecka,Czech Republic,35
Kyrian Jacquet,France,35
Wishaya Trongcharoenchaikul,Thailand,35
Alexander Weis,Italy,35
Dusty H Boyer,United States,34
Marat Deviatiarov,Ukraine,34
Naoki Tajima,Japan,34
Mats Rosenkranz,Germany,34
Lucas Poullain,France,33
Nicolas Moreno De Alboran,Spain,33
Maximilian Neuchrist,Austria,33
Adrian Obert,Germany,33
Filip Bergevi,Sweden,33
Michal Dembek,Poland,33
Denys Klok,Ukraine,33
Clement Tabur,France,33
Davide Galoppini,Italy,33
Maxime Tchoutakian,France,33
Vincent Millot,France,32
John Mcnally,United States,32
Bradley Mousley,Australia,32
Nicolae Frunza,Romania,32
Henry Craig,United States,32
Luca Giacomini,Italy,32
Karl Friberg,Sweden,32
Dennis Uspensky,United States,32
Patrik Rikl,Czech Republic,31
Alexander Brown,United States,31
Lamine Ouahab,Algeria,31
Jared Hiltzik,United States,31
Inigo Cervantes Huegun,Spain,31
Gregoire Jacq,France,31
Nam Hoang Ly,Viet Nam,31
Jaroslav Pospisil,Czech Republic,31
Kuan Yi Lee,"Taiwan, Province of China",31
Adrian Andreev,Bulgaria,31
Alexander Shevchenko,Russian Federation,31
Jean Thirouin,United States,31
Oleksii Krutykh,Ukraine,31
Alexandr Igoshin,Russian Federation,31
Alessandro Petrone,Italy,31
Christian Harrison,United States,30
Artem Smirnov,Ukraine,30
Youssef Hossam,Egypt,30
Gustav Hansson,Sweden,30
Nathan Ponwith,United States,30
Ruan Roelofse,South Africa,30
Robin Stanek,Czech Republic,30
Manish Sureshkumar,India,30
Ronan Joncour,France,30
Giorgio Ricca,Italy,30
Robert Strombachs,Germany,30
Nuno Borges,Portugal,29
Gerard Granollers,Spain,29
Daniele Capecchi,Italy,29
Runhao Hua,China,29
Aleksandre Metreveli,Georgia,29
David Perez Sanz,Spain,29
Jose Olivares,Dominican Republic,29
Jakub Paul,Switzerland,29
Jonathan Gray,United Kingdom,29
Dimitriy Voronin,Russian Federation,29
Kirill Kivattsev,Russian Federation,29
Michal Konecny,Czech Republic,29
Kento Takeuchi,Japan,29
Andrey Chepelev,Russian Federation,29
Jose Rubin Statham,New Zealand,28
Harold Mayot,France,28
Jonathan Eysseric,France,28
Eric Vanshelboim,Ukraine,28
Ante Pavic,Croatia,28
Kenny De Schepper,France,28
Vasil Kirkov,United States,28
Mark Whitehouse,United Kingdom,28
Bogdan Ionut Apostol,Romania,28
Xin Gao,China,28
Oleg Prihodko,Ukraine,28
Benjamin Dhoe,Belgium,28
Austin Rapp,United States,27
Ignacio Monzon,Argentina,27
Ivan Davydov,Russian Federation,27
Paul Woerner,Germany,27
Simone Roncalli,Italy,27
Franco Skugor,Croatia,26
Zeke Clark,United States,26
Stephane Robert,France,26
Nicolas Alvarez Varona,Spain,26
Kelsey Stevenson,Canada,26
Mateus De Carvalho Cardoso Alves,Brazil,26
Harrison Adams,United States,26
Jaimee Floyd Angele,France,26
Carlos Sanchez Jover,Spain,26
Simon Freund,Sweden,26
Kristian Lozan,Russian Federation,26
Dominik Boehler,Germany,26
Shalva Dzhanashia,Russian Federation,26
Alec Adamson,United States,26
Jared Donaldson,United States,25
Joao Souza,Brazil,25
Sergio Gutierrez Ferrol,Spain,25
Kristjan Tamm,Estonia,25
Sergey Fomin,Uzbekistan,25
Cayetano March,Ecuador,25
Benjamin Winter Lopez,Spain,25
Maksim Tikhomirov,United States,25
Beibit Zhukayev,Kazakhstan,24
Oliver Crawford,United States,24
Naoki Nakagawa,Japan,24
Guy Orly Iradukunda,Burundi,24
Marco Miceli,Italy,24
Lenny Hampel,Austria,24
Alexander Crnokrak,Australia,24
Fabien Reboul,France,24
Carlos Lopez Montagud,Spain,24
Lorenzo Bocchi,Italy,24
Albert Alcaraz Ivorra,Spain,23
Thiago Agustin Tirante,Argentina,23
Andrey Golubev,Kazakhstan,23
Rinky Hijikata,Australia,23
Taisei Ichikawa,Japan,23
Maxim Ratniuk,Ukraine,23
Alexis Musialek,France,23
Francesco Vilardo,Italy,23
Markos Kalovelonis,Greece,23
Leny Mitjana,France,22
Laurent Rochette,France,22
Hady Habib,Lebanon,22
Stefan Seifert,Germany,22
Mateo Nicolas Martinez,Argentina,22
Gianluca Di Nicola,Italy,22
Paul Oosterbaan,United States,22
Bart Stevens,Netherlands,22
Connor Farren,United States,22
Conner Huertas Del Pino,Peru,22
Keegan Smith,United States,21
Toshihide Matsui,Japan,21
Clement Geens,Belgium,21
Juan Bautista Otegui,Argentina,21
Andrea Guerrieri,Italy,21
Hiroyasu Ehara,Japan,21
Lorenzo Frigerio,Italy,21
Kazuki Nishiwaki,Japan,21
Francisco Comesana,Argentina,21
Luke Johnson,United Kingdom,21
Michel Vernier,Chile,21
Riccardo Maiga,Switzerland,21
Nicolo Turchetti,Italy,21
Matteo Donati,Italy,20
Tigre Hank,Mexico,20
Alexander Vasilenko,Russian Federation,20
Victor Estrella,Dominican Republic,20
Dejan Katic,Serbia,20
Quentin Folliot,France,20
Peter Bertran,Dominican Republic,20
Jonas Trinker,Austria,20
Damien Wenger,Switzerland,20
Takashi Saito,Japan,20
Vladimir Ivanov,Estonia,20
Brandon Walkin,Australia,20
Guido Ivan Justo,Argentina,20
Michiel De Krom,Netherlands,20
Ondrej Krstev,Czech Republic,20
Peter Bothwell,Ireland,20
Maxime Pauwels,Belgium,20
Alejandro Mendoza,"Bolivia, Plurinational State of",20
Nicolas Barrientos,Colombia,19
Tom Kocevar Desman,Slovenia,19
Julius Tverijonas,Lithuania,19
Ljubomir Celebic,Montenegro,19
Joshua Ortlip,United States,19
Raphael Baltensperger,Switzerland,19
Franco Emanuel Egea,Argentina,19
Ye Cong Mo,China,19
Boris Pokotilov,Russian Federation,19
Chukang Wang,China,19
Federico Iannaccone,Italy,0
Dragos Dima,Romania,19
Luis Faria,Brazil,19
Tomas Jirousek,Czech Republic,19
Finn Tearney,New Zealand,18
Andrew Paulson,Czech Republic,18
Sem Verbeek,Netherlands,18
Shinji Hazawa,Japan,18
Stuart Parker,United Kingdom,18
Matej Sabanov,Croatia,18
Sandro Kopp,Austria,18
Mwendwa Mbithi,United States,18
Alessandro Ingarao,Italy,18
Andrew Watson,United Kingdom,18
Gabriele Maria Noce,Italy,18
Olukayode Alafia Damina Ayeni,United States,18
Simon Yitbarek,Sweden,18
Adelchi Virgili,Italy,18
Sebastian Prechtel,Germany,18
Alexander Cozbinov,"Moldova, Republic of",18
Chien Hsun Lo,"Taiwan, Province of China",18
Carl Soderlund,Sweden,17
Valentin Royer,France,17
Martin Beran,Canada,17
Gergely Madarasz,Hungary,17
Calum Puttergill,Australia,17
Dragos Nicolae Madaras,Romania,17
Mehluli Don Ayanda Sibanda,Zimbabwe,17
Dan Alexandru Tomescu,Romania,17
Guy Den Heijer,Netherlands,17
Tadeas Paroulek,Czech Republic,17
Louis Tessa,France,17
Anas Fattar,Morocco,17
Tsung Hao Huang,"Taiwan, Province of China",17
Albano Olivetti,France,17
Toby Martin,United Kingdom,17
